,name,address,si_do,gun_gu
454,전민,대전 유성구 전민동 306-13,대전,유성구
455,대사부사,대전 중구 대사동 69-53,대전,중구
456,문화1호,대전 중구 문화동 466-16,대전,중구
457,비래,대전 중구 가양동 88-1 조일아파트상가 A동,대전,중구
458,용두오류,대전 중구 용두동 26-1,대전,중구
459,중촌,대전 중구 중촌동 98-16,대전,중구
460,태평1호,대전 중구 유천동 326-13,대전,중구
461,공업탑,울산 남구 신정동 1218-7,울산,남구
462,달동,울산 남구 달동 135-2,울산,남구
463,무거1호,울산 남구 무거동 1484-2,울산,남구
464,삼산,울산 남구 달동 1331-20,울산,남구
465,삼산2호,울산 남구 삼산동 203-15,울산,남구
466,수암,울산 남구 신정4동 870-9,울산,남구
467,신정3동(구 신정3호점),울산 남구 신정3동 177-1,울산,남구
468,야음1호,울산 남구 선암동 679-3,울산,남구
469,야음2호,울산 남구 야음1동 455-8,울산,남구
470,옥동,울산 남구 옥동 1406-17,울산,남구
471,울대,울산 남구 무거동 583-17,울산,남구
472,남목서부,울산 동구 서부동 181-31,울산,동구
473,방어,울산 동구 방어동 1149-1,울산,동구
474,전하,울산 동구 전하2동 634-4,울산,동구
475,화정,울산 동구 화정동 438-3,울산,동구
476,강동산하,울산 북구 산하동 89,울산,북구
477,양정염포,울산 북구 양정동 497-11,울산,북구
478,진장명촌,울산 북구 명촌동 692-3,울산,북구
479,호계1호,울산 북구 호계동 286-15,울산,북구
480,호계2호,울산 북구 신천동 107-4,울산,북구
481,화봉,울산 북구 연암동 414-3,울산,북구
482,구영,울산 울주군 범서읍 구영리 801-6,울산,울주군
483,남창,울산 울주군 온양읍 운화리 56-6,울산,울주군
484,덕신,울산 울주군 덕신리 1294-2,울산,울주군
485,언양,울산 울주군 언양읍 동부리 147-1,울산,울주군
486,웅촌,울산 울주군 청량면 삼정리 755-1 가동 216호,울산,울주군
487,천상,울산 울주군 범서읍 천상리 650-5,울산,울주군
488,다운,울산 중구 다운동 536-1,울산,중구
489,반구1호,울산 중구 반구동 874-3,울산,중구
490,반구2호,울산 중구 반구동 99-17,울산,중구
491,복산,울산 중구 복산동 399-12,울산,중구
492,성안,울산 중구 성안동 804-10,울산,중구
493,약사병영,울산 중구 약사동 629-17,울산,중구
494,옥교,울산 중구 학산동 3-27,울산,중구
495,우정,울산 중구 우정동 436-41,울산,중구
496,태화,울산 중구 태화동 117-2,울산,중구
497,한솔,세종 한솔동 927,세종,한솔동
498,도담,세종 도담동 245-1,세종,도담동
499,보람,세종시 보람동 628-4,세종시,보람동
500,고운,세종 고운동 1718,세종,고운동
501,가평,경기 가평군 가평읍 대곡리 230-23,경기,가평군
502,청평,경기 가평군 청평면 청평리 452-5,경기,가평군
503,현리,경기 가평군 하면 현리 259-7,경기,가평군
504,고양동,경기 고양시 덕양구 고양동 176-8 104호,경기,고양시
505,무원마을,경기 고양시 덕양구 행신동 719-9 (1층103호),경기,고양시
506,삼송,"경기 고양시 덕양구 신원로 185(신원동, 1층 상가 5~6호)",경기,고양시
507,원당,경기 고양시 덕양구 성사동 519-2,경기,고양시
508,행신1호,경기 고양시 덕양구 행신동 995-2,경기,고양시
509,화정1호,경기 고양시 덕양구 화정동 906-5 1층 102호,경기,고양시
510,강선,경기 고양시 일산동구 정발산동 717-3,경기,고양시
511,밤가시후곡,경기 고양시 일산동구 정발산동 1093,경기,고양시
512,백마강촌,경기 고양시 일산동구 마두1동 734 백마마을4단지상가 106호,경기,고양시
513,백송,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,경기,고양시
514,식사,경기 고양시 일산동구 식사동 1531,경기,고양시
515,중산,경기 고양시 일산동구 중산동 1667-3,경기,고양시
516,호수,경기 고양시 일산동구 백석동 1414-15,경기,고양시
517,구일산,경기 고양시 일산서구 일산동 967-6,경기,고양시
518,대화,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호),경기,고양시
519,주엽,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,경기,고양시
520,탄현,경기 고양시 일산서구 탄현동 1501-4,경기,고양시
521,과천1호,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,경기,과천시
522,광명1호,경기 광명시 광명동 295-4,경기,광명시
523,소하1호,경기 광명시 소하동 1240-3,경기,광명시
524,소하2호,"경기 광명시 소하동 1363, 신촌 휴먼시아 상가 106호",경기,광명시
525,철산1호,경기 광명시 철산동 210-1,경기,광명시
526,철산2호,경기 광명시 철산동 92-1,경기,광명시
527,하안1호,"경기 광명시 하안동 35-5, 영보빌딩 102호",경기,광명시
528,곤지암,경기 광주시 곤지암읍 곤지암리 443-9,경기,광주시
529,광주1호,경기 광주시 경안동 154-1,경기,광주시
530,신현,경기 광주시 오포읍 신현리 371-4,경기,광주시
531,태전,경기 광주시 태전동 261-14,경기,광주시
532,수택,경기 구리시 교문동 760-12,경기,구리시
533,인창,경기 구리시 인창동 527-17,경기,구리시
534,토평,경기 구리시 토평동 970-6 1층 상가,경기,구리시
535,당동1호,경기 군포시 당동 904-5 그린프라자 102호,경기,군포시
536,부곡,경기 군포시 부곡동 1120-4,경기,군포시
537,산본1호,경기 군포시 산본동 1106-3 101호,경기,군포시
538,산본3호,경기 군포시 산본동 48 에덴다모은정아파트 1층,경기,군포시
539,산본역,경기 군포시 산본동 1142-6,경기,군포시
540,호계3호,경기 군포시 당정동 2-3,경기,군포시
541,고촌,경기 김포시 고촌면 신곡리 1052,경기,김포시
542,구래,경기 김포시 구래동 6883-1,경기,김포시
543,사우,경기 김포시 사우동 998,경기,김포시
544,운양,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,경기,김포시
545,장기1호,경기 김포시 장기동 장기동 1360,경기,김포시
546,통진1호,경기 김포시 서암리 758-79,경기,김포시
547,풍무,경기 김포시 풍무동 429-11,경기,김포시
548,덕소1호,경기 남양주시 와부읍 덕소리 141-91,경기,남양주시
549,도농1호,경기 남양주시 도농동 153-5,경기,남양주시
550,마석,경기 남양주시 화도읍 마석우리 384-8,경기,남양주시
551,별내1호,경기 남양주시 별내동 1078-3,경기,남양주시
552,별내2호,경기 남양주시 별내동 846-7,경기,남양주시
553,오남,경기 남양주시 오남읍 오남리 205-19,경기,남양주시
554,진건,경기 남양주시 진건읍 사능리 353-4,경기,남양주시
555,진접장현리,경기 남양주시 진접읍 장현리 672-1,경기,남양주시
556,진접지구,경기 남양주시 진접읍 금곡리 1041-1,경기,남양주시
557,창현,경기 남양주시 화도읍 창현리 462-3,경기,남양주시
558,퇴계원,경기 남양주시 퇴계원면 퇴계원리 290-14,경기,남양주시
559,평내,경기 남양주시 평내동 203-2,경기,남양주시
560,호평,경기 남양주시 호평동 650-1,경기,남양주시
561,송내,경기 동두천시 지행동 694 예일 복합타워 114호,경기,동두천시
562,괴안,경기 부천시 소사구 괴안동 39-2,경기,부천시
563,소사범박,경기 부천시 소사구 소사본동 139-9,경기,부천시
564,송내,경기 부천시 소사구 송내1동 366-13,경기,부천시
565,심곡1호,경기 부천시 소사구 심곡본동 678-17,경기,부천시
566,고강1호,경기 부천시 오정구 고강1동 305-4,경기,부천시
567,원종도당,경기 부천시 오정구 원종1동 281-15,경기,부천시
568,복사골,경기 부천시 원미구 중동 716-4,경기,부천시
569,상동1호,경기 부천시 원미구 상2동 546-6 110호,경기,부천시
570,상동역,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,경기,부천시
571,송내로데오,경기 부천시 원미구 상동 400-2,경기,부천시
572,신중동,경기 부천시 원미구 중동 1141-1,경기,부천시
573,역곡2동,경기 부천시 원미구 역곡동 48-5,경기,부천시
574,중동2호,경기 부천시 원미구 중4동 1033-3,경기,부천시
575,중동꿈마을,경기 부천시 원미구 심곡동 93-1,경기,부천시
576,동판교,경기 성남시 분당구 삼평동 664,경기,성남시
577,무지개마을,경기 성남시 분당구 구미동 212-2,경기,성남시
578,미금,경기 성남시 분당구 구미동 47-1,경기,성남시
579,서판교,경기 성남시 분당구 판교동 612-3,경기,성남시
580,서현,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",경기,성남시
581,수내1호,경기 성남시 분당구 수내동 32 양지마을청구아파트,경기,성남시
582,아름마을,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",경기,성남시
583,야탑1호,경기 성남시 분당구 야탑동 272-4,경기,성남시
584,정자,경기 성남시 분당구 정자동 58-8,경기,성남시
585,효자,경기 성남시 분당구 서현동 298-3  효자촌프라자 119호,경기,성남시
586,수진1호,경기 성남시 수정구 수진동 88번지 102호,경기,성남시
587,신흥1호,경기 성남시 수정구 신흥동 34,경기,성남시
588,태평1동,경기 성남시 수정구 태평동 6974-1,경기,성남시
589,금광1호,경기 성남시 중원구 금광동 2706,경기,성남시
590,상대원1호,경기 성남시 중원구 상대원동 5027,경기,성남시
591,은행1호,경기 성남시 중원구 은행동 663-3,경기,성남시
592,고색,경기 수원시 권선구 고색동 31-4,경기,수원시
593,곡반정,경기 수원시 권선구 곡반정동 584-4,경기,수원시
594,권선1호,경기 수원시 권선구 권선동 1260-5,경기,수원시
595,금곡1호,경기 수원시 권선구 금곡동 1088-1,경기,수원시
596,탑동,경기 수원시 권선구 탑동 766-2,경기,수원시
597,호매실,경기 수원시 권선구 호매실동 80-1,경기,수원시
598,광교1호,경기 수원시 영통구 이의동 1332 CB 4~5호,경기,수원시
599,매탄1호,경기 수원시 영통구 매탄동 1170-4,경기,수원시
600,매탄2호,경기 수원시 영통구 매탄2동 199-69,경기,수원시
601,매탄3호,경기 수원시 영통구 매탄4동 208-21,경기,수원시
602,신영통1호,경기 수원시 영통구 망포동 369-3,경기,수원시
603,영통1호,경기 수원시 영통구 영통동 1005-13,경기,수원시
604,영통2호,"경기 수원시 영통구 영통동 945-4, 한솔프라자 109호",경기,수원시
605,연무1호,경기 수원시 장안구 연무동 249-13,경기,수원시
606,율전1호,경기 수원시 장안구 율전동 305-6,경기,수원시
607,정자1호,경기 수원시 장안구 정자동 41-2,경기,수원시
608,정자2호,"경기 수원시 장안구 천천동 502-6, 1층",경기,수원시
609,조원1호,경기 수원시 장안구 조원동 729-12,경기,수원시
610,파장,경기 수원시 장안구 송죽동 216-1,경기,수원시
611,매교,경기 수원시 팔달구 매교동 186-3,경기,수원시
612,아주대,경기 수원시 팔달구 우만동 85-3 우만동R타워,경기,수원시
613,우만1호,경기 수원시 팔달구 우만1동 466-4,경기,수원시
614,화서1호,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",경기,수원시
615,화서2호,경기 수원시 팔달구 화서동 185-3,경기,수원시
616,거모,경기 시흥시 거모동 1757-1,경기,시흥시
617,능곡,경기 시흥시 능곡동 545,경기,시흥시
618,목감신도시1호,경기 시흥시 목감동 410-2,경기,시흥시
619,배곧신도시1호,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",경기,시흥시
620,신천1호,경기 시흥시 신천동 707-50,경기,시흥시
621,은행1호,경기 시흥시 대야동 580-4,경기,시흥시
622,장곡,"경기 시흥시 장곡동 802-1, 금강프라자 1층 108호",경기,시흥시
623,정왕1호,경기 시흥시 정왕동 1593-2,경기,시흥시
624,정왕2호,경기 시흥시 정왕동 1859-3,경기,시흥시
625,정왕3호,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호",경기,시흥시
626,고잔1호,경기 안산시 단원구 고잔동 756-1,경기,안산시
627,고잔2호,경기 안산시 단원구 와동 685-6,경기,안산시
628,선부1호,경기 안산시 단원구 선부동 1064-5,경기,안산시
629,원곡1호,경기 안산시 단원구 원곡동 754-6,경기,안산시
630,중앙,경기 안산시 단원구 고잔동 540-7,경기,안산시
631,본오1호,경기 안산시 상록구 본오동 879-10,경기,안산시
632,부곡,경기 안산시 상록구 부곡동 670-2,경기,안산시
633,사동1호,경기 안산시 상록구 사동 1201,경기,안산시
634,사동2호,경기 안산시 상록구 사동 1376-7,경기,안산시
635,월피,"경기 안산시 상록구 월피동 442-26, 1층",경기,안산시
636,일동,경기 안산시 상록구 일동 89-3,경기,안산시
637,공도1호,경기 안성시 공도읍 만정리 417-98,경기,안성시
638,안성1호,경기 안성시 연지동 94,경기,안성시
639,안성2호,경기 안성시 인지동 397-1,경기,안성시
640,진사리,"경기 안성시 공도읍 진사리 348, 서지프라자 106호",경기,안성시
641,관양,경기 안양시 동안구 관양동 1437-20 1층,경기,안양시
642,비산1호,경기 안양시 동안구 비산동 566-7,경기,안양시
643,평촌1호,경기 안양시 동안구 평촌동 922-2,경기,안양시
644,평촌3호,경기 안양시 동안구 비산동 1059 층 A동 103호,경기,안양시
645,호계1호,경기 안양시 동안구 호계2동 927-2,경기,안양시
646,박달사거리,경기 안양시 만안구 박달동 85-15,경기,안양시
647,석수1호,경기 안양시 만안구 석수1동 177-6,경기,안양시
648,안양1번가,경기 안양시 만안구 안양동 674-241,경기,안양시
649,안양1호,경기 안양시 만안구 안양동 765-8,경기,안양시
650,안양2호,경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호,경기,안양시
651,고읍1호,경기 양주시 광사동 657   103호,경기,양주시
652,덕소1호,경기 남양주시 와부읍 덕소리 141-91,경기,남양주시
653,덕정1호,경기 양주시 덕정동 240-27,경기,양주시
654,도농1호,경기 남양주시 도농동 153-5,경기,남양주시
655,마석,경기 남양주시 화도읍 마석우리 384-8,경기,남양주시
656,백석,경기 양주시 백석읍 복지리 168-3,경기,양주시
657,별내1호,경기 남양주시 별내동 1078-3,경기,남양주시
658,별내2호,경기 남양주시 별내동 846-7,경기,남양주시
659,오남,경기 남양주시 오남읍 오남리 205-19,경기,남양주시
660,옥정,"경기 양주시 옥정동 966-1 (101호, 102호)",경기,양주시
661,진건,경기 남양주시 진건읍 사능리 353-4,경기,남양주시
662,진접장현리,경기 남양주시 진접읍 장현리 672-1,경기,남양주시
663,진접지구,경기 남양주시 진접읍 금곡리 1041-1,경기,남양주시
664,창현,경기 남양주시 화도읍 창현리 462-3,경기,남양주시
665,퇴계원,경기 남양주시 퇴계원면 퇴계원리 290-14,경기,남양주시
666,평내,경기 남양주시 평내동 203-2,경기,남양주시
667,호평,경기 남양주시 호평동 650-1,경기,남양주시
668,양평,경기 양평군 양평읍 양근리 183-4,경기,양평군
669,여주1호,경기 여주군 여주읍 하리 343-11,경기,여주군
670,전곡,경기 연천군 전곡읍 전곡리 302-11,경기,연천군
671,세마1호,경기 오산시 내삼미동 856-8,경기,오산시
672,운암2호,"경기 오산시 오산동 919-3, 102호",경기,오산시
673,원동,경기 오산시 오산동 881-7,경기,오산시
674,구갈2지구,경기 용인시 기흥구 구갈리 345-3,경기,용인시
675,구성1호,경기 용인시 기흥구 마북동 370-9,경기,용인시
676,동백1호,경기 용인시 기흥구 동백동 614-5,경기,용인시
677,흥덕,경기 용인시 기흥구 영덕동 1007-6,경기,용인시
678,상현1호,경기 용인시 수지구 상현동 3-4,경기,용인시
679,상현역,경기 용인시 수지구 상현동 1160,경기,용인시
680,성복,경기 용인시 수지구 성복동 162-3,경기,용인시
681,수지1지구,경기 용인시 수지구 풍덕천동 29-10,경기,용인시
682,수지2지구,경기 용인시 수지구 풍덕천동 697,경기,용인시
683,죽전,경기 용인시 수지구 죽전동 1151 101호,경기,용인시
684,둔전,경기 용인시 처인구 포곡읍 둔전리 400-2,경기,용인시
685,용인1호,경기 용인시 처인구 김량장동 293-24,경기,용인시
686,용인2호,경기 용인시 처인구 마평동 657-14,경기,용인시
687,내손갈뫼,경기 의왕시 내손1동 755-4 명성프라자,경기,의왕시
688,오전고천,"경기 의왕시 오전동 276-1, 114호",경기,의왕시
689,인덕원,경기 의왕시 포일동 662,경기,의왕시
690,포일내손,경기 의왕시 내손동 652-21,경기,의왕시
691,금오,경기 의정부시 금오동 473-4,경기,의정부시
692,녹양,경기 의정부시 가능동 92-51,경기,의정부시
693,민락,경기 의정부시 민락동 834-3,경기,의정부시
694,신곡,경기 의정부시 신곡동 484,경기,의정부시
695,신곡2호,경기 의정부시 신곡1동 707-2,경기,의정부시
696,용현1호,경기 의정부시 용현동 18-15,경기,의정부시
697,장암,경기 의정부시 신곡1동 336,경기,의정부시
698,호원1호,경기 의정부시 호원동 466-15,경기,의정부시
699,이천1호,경기 이천시 창전동 458-17,경기,이천시
700,이천하이닉스,경기 이천시 부발읍 아미리 735,경기,이천시
701,증포,경기 이천시 증포동 153-5,경기,이천시
702,가람마을,경기 파주시 와동동 1557-1,경기,파주시
703,교하신도시,경기 파주시 다율동 1001-6,경기,파주시
704,금촌1호,경기 파주시 금촌동 790-10 1층,경기,파주시
705,금촌로데오,경기 파주시 금촌동 986-2,경기,파주시
706,문산,경기 파주시 문산읍 문산리 17-345 1층 5호,경기,파주시
707,봉일천,경기 파주시 조리읍 봉일천리 142-3,경기,파주시
708,운정1호,경기 파주시 동패동 1758,경기,파주시
709,비전1호,경기 평택시 비전동 272-7,경기,평택시
710,비전2호,경기 평택시 비전1동 793-7,경기,평택시
711,세교,"경기 평택시 세교동 558 우성꿈그린@상가 105,106호",경기,평택시
712,송탄1호,경기 평택시 서정동 843-10,경기,평택시
713,송탄2호,경기 평택시 지산동 995,경기,평택시
714,안중1호,경기 평택시 안중읍 현화리 831,경기,평택시
715,팽성1호,경기 평택시 팽성읍 안정리 26-49,경기,평택시
716,포승1호,경기 평택시 도곡리 1142-16,경기,평택시
717,송우,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,경기,포천시
718,포천,경기 포천시 신읍동 47-10,경기,포천시
719,덕풍1호,경기 하남시 덕풍동 309-64,경기,하남시
720,미사1호,경기 하남시 망월동 1004-1,경기,하남시
721,신장1호,경기 하남시 신장동 447-28,경기,하남시
722,신장2호,경기 하남시 천현동 40-13,경기,하남시
723,동탄1호,경기 화성시 반송동 42-6,경기,화성시
724,동탄2 영천,경기 화성시 영천동 701-1,경기,화성시
725,동탄2호,경기 화성시 반송동 217-6,경기,화성시
726,발안1호,경기 화성시 향남면 행정리 426-11,경기,화성시
727,병점1호,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",경기,화성시
728,병점2호,경기 화성시 진안동 914-1,경기,화성시
729,봉담1호,경기 화성시 상리 26-8,경기,화성시
730,와우리,경기 화성시 기안동 338-4,경기,화성시
731,강남,강원 강릉시 노암동 708-1,강원,강릉시
732,교동1호,강원 강릉시 교1동 1863-3,강원,강릉시
733,성덕,강원 강릉시 입암동 498-13,강원,강릉시
734,주문진,강원 강릉시 주문진읍 교항리 119-11,강원,강릉시
735,포남,강원 강릉시 포남1동 1140-1,강원,강릉시
736,고성,강원 고성군 간성읍 신안리 218,강원,고성군
737,묵호,강원 동해시 부곡동 74-5,강원,동해시
738,북삼,강원 동해시 쇄운동 84-5,강원,동해시
739,천곡,강원 동해시 천곡동 872,강원,동해시
740,삼척,강원 삼척시 남양동 17-2,강원,삼척시
741,교동,강원 속초시 교동 974-2,강원,속초시
742,동명,강원 속초시 동명동 1-18,강원,속초시
743,조양,강원 속초시 조양동 1540 부영파아트 상가동 102호,강원,속초시
744,양구,강원 양구군 양구읍 상리 227-105,강원,양구군
745,양양,강원 양양군 양양읍 남문리 125,강원,양양군
746,영월,강원 영월군 영월읍 하송1리 6반 178-11,강원,영월군
747,개운,강원 원주시 개운동 395-23,강원,원주시
748,늘품,강원 원주시 반곡동 1767-54,강원,원주시
749,단계,강원 원주시 단계동 837,강원,원주시
750,단구,강원 원주시 관설동 1701-4,강원,원주시
751,명륜,강원 원주시 명륜동 539,강원,원주시
752,무실,강원 원주시 무실동 1664-3,강원,원주시
753,문막,강원 원주시 문막읍 건등리 1705-3,강원,원주시
754,우산,강원 원주시 우산동 226-10,강원,원주시
755,일산,강원 원주시 원동 278-7,강원,원주시
756,태장,강원 원주시 태장동 북원로 2716-1,강원,원주시
757,혁신,강원 원주시 반곡동 1880-7,강원,원주시
758,원통,강원 인제군 북면 원통리 645-32,강원,인제군
759,사북고한,강원 정선군 사북읍 사북리 344-56,강원,정선군
760,교대,강원 춘천시 석사동 291-15,강원,춘천시
761,석사1호,강원 춘천시 석사동 748-18(33통405),강원,춘천시
762,신사우동,강원 춘천시 우두동 1052-29,강원,춘천시
763,춘천시청,강원 춘천시 소양로 3가 181-9,강원,춘천시
764,퇴계2호,강원 춘천시 퇴계동 87,강원,춘천시
765,효자,강원 춘천시 효자1동 661-16,강원,춘천시
766,후평1호,강원 춘천시 후평동 836-1,강원,춘천시
767,후평사거리,강원 춘천시 후평1동 693-4,강원,춘천시
768,태백1호,강원 태백시 상장동 87-36,강원,태백시
769,홍천,강원 홍천군 홍천읍 신장대리 8-9,강원,홍천군
770,사창,강원 화천군 사내면 사창리 457-12,강원,화천군
771,화천,강원 화천군 화천읍 하리 44-45,강원,화천군
772,횡성,강원 횡성군 횡성읍 읍하리 107-48,강원,횡성군
773,단양,충북 단양군 단양읍 도전리 523,충북,단양군
774,보은,충북 보은군 보은읍 삼산리 153-2,충북,보은군
775,금왕,충북 음성군 금왕군 무극리 629,충북,음성군
776,대소,충북 음성군 대소면 태생리 539-170,충북,음성군
777,음성,충북 음성군 음성읍 읍내리 354-3,충북,음성군
778,음성혁신도시,충북 음성군 맹동면 두성리 1251,충북,음성군
779,장호원감곡,충북 음성군 감곡면 왕장리 523-8,충북,음성군
780,명동,충북 제천시 명동 198번지,충북,제천시
781,신백,충북 제천시 신백동 214-7,충북,제천시
782,장락,충북 제천시 장락동 877,충북,제천시
783,청전,충북 제천시 의림동 7-26,충북,제천시
784,증평,충북 증평군 증평읍 초중리 8-1,충북,증평군
785,광혜원,충북 진천군 광혜원면 광혜원리 503-7,충북,진천군
786,진천,충북 진천군 진천읍 읍내리 415-2,충북,진천군
787,오창1호,충북 청원군 오창면 각리 650-1,충북,청원군
788,금천광장,"충북 청주시 상당구 용암동 411,412",충북,청주시
789,용암1호,충북 청주시 상당구 용암동 2163번지,충북,청주시
790,우암동,충북 청주시 상당구 우암동 123-81,충북,청주시
791,분평,충북 청주시 서원구 분평동 1234,충북,청주시
792,가경2호,충북 청주시 흥덕구 개신동 696 매직타워 1층 110호,충북,청주시
793,복대1호,충북 청주시 흥덕구 복대동 865-4,충북,청주시
794,봉명1호,충북 청주시 흥덕구 봉명동 2813,충북,청주시
795,사직1호,충북 청주시 흥덕구 사직2동 595-12,충북,청주시
796,산남성화,충북 청주시 흥덕구 성화동 886번지 101호,충북,청주시
797,오송,충북 청주시 흥덕구 오송읍 호송읍 만수리 521,충북,청주시
798,운천신봉,충북 청주시 흥덕구 운천동 1366,충북,청주시
799,하복대,충북 청주시 흥덕구 복대동 2960,충북,청주시
800,갱고개,충북 충주시 갱고개로 41,충북,충주시
801,봉방문화교현,충북 충주시 교현동 624-6,충북,충주시
802,성내용산,충북 충주시 용산동 598,충북,충주시
803,연수,충북 충주시 연수동 1610,충북,충주시
804,계룡대,충남 계룡시 엄사면 엄사리 253-2,충남,계룡시
805,신관,충남 공주시 신관동 24-25,충남,공주시
806,옥룡,충남 공주시 옥룡동 308-1,충남,공주시
807,금산,충남 금산군 금산읍 상리 47-10,충남,금산군
808,취암,충남 논산시 내동 628,충남,논산시
809,기지시,충남 당진시 반촌리 861-20,충남,당진시
810,복운,충남 당진시 송악면 복운리 1642-11,충남,당진시
811,신평,충남 당진시 신평면 거산리 13-4번지 1층,충남,당진시
812,읍내,충남 당진시 읍내동 850,충남,당진시
813,채운,충남 당진시 읍내동 1541,충남,당진시
814,합덕,충남 당진시 합덕읍 운산리 266-2,충남,당진시
815,동대,충남 보령시 동대동 1766,충남,보령시
816,부여,충남 부여군 부여읍 관북리 133-5,충남,부여군
817,대산,충남 서산시 대산읍 산리 129-5,충남,서산시
818,동문,충남 서산시 동문동 406-2,충남,서산시
819,서산테크노,충남 서산시 오사리 1666,충남,서산시
820,석림,충남 서산시 동문동 999-6,충남,서산시
821,읍내,충남 서산시 읍내동 276-5,충남,서산시
822,서천,충남 서천군 군사리 718-11,충남,서천군
823,권곡,충남 아산시 권곡동 549-26,충남,아산시
824,배미,충남 아산시 배미동 239-17,충남,아산시
825,배방1호,충남 아산시 배방읍 공수리 89-28,충남,아산시
826,온천,충남 아산시 온천동 1310,충남,아산시
827,용화,충남 아산시 용화동 714,충남,아산시
828,예산,충남 예산군 예산읍 산성리 709-4,충남,예산군
829,목천,충남 천안시 동남구 목천읍 신계리 134-18,충남,천안시
830,병천,충남 천안시 동남구 병천면 병천리 156-5,충남,천안시
831,신방1호,충남 천안시 동남구 신방동 74-19 부흥빌딩 104호,충남,천안시
832,신방통정,충남 천안시 동남구 신방동 1538,충남,천안시
833,신부1호,충남 천안시 동남구 신부동 728,충남,천안시
834,원성,충남 천안시 동남구 원성2동 518-4,충남,천안시
835,청수,충남 천안시 동남구 청당동 513,충남,천안시
836,두정,충남 천안시 서북구 성정2동 1211,충남,천안시
837,백석,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,충남,천안시
838,불당,충남 천안시 서북구 불당동 1630,충남,천안시
839,성거,충남 천안시 서북구 성거읍 저리 65-1,충남,천안시
840,성환1호,충남 천안시 서북구 성환읍 매주리 325-5 외 1,충남,천안시
841,직산1호,충남 천안시 서북구 직산읍 삼은리 76-177,충남,천안시
842,태안,충남 태안군 태안읍 동문리 264-7,충남,태안군
843,내포1호,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호,충남,홍성군
844,오관,충남 홍성군 홍성읍 대교리 577,충남,홍성군
845,고창,전북 고창군 고창읍 교촌리 506,전북,고창군
846,구암조촌,전북 군산시 조촌동 2-21,전북,군산시
847,군산대,전북 군산시 미룡동 867-2,전북,군산시
848,나운1호,전북 군산시 나운동 834-7,전북,군산시
849,미장수송,전북 군산시 수송동 836-8,전북,군산시
850,소룡산북,전북 군산시 소룡동 1545-5번지,전북,군산시
851,지곡,전북 군산시 지곡동 495-1,전북,군산시
852,김제,전북 김제시 신풍동 594-4번지,전북,김제시
853,남원,전북 남원시 도통동 387-12,전북,남원시
854,무주,전북 무주군 무주읍 읍내리 962,전북,무주군
855,무주구천,전북 무주군 설천면 삼공리 364-4,전북,무주군
856,부안,전북 부안군 부안읍 봉덕리 826-1,전북,부안군
857,순창,전북 순창군 순창읍 순화리 282-6,전북,순창군
858,봉동,전북 완주군 봉동읍 둔산리 907-5  101호,전북,완주군
859,삼례우석대,전북 완주군 삼례읍 후정리 13-8,전북,완주군
860,동산,전북 익산시 마동 344-5,전북,익산시
861,모현,전북 익산시 모현동1가 857,전북,익산시
862,부송,전북 익산시 부송동 710-5,전북,익산시
863,영등1호,전북 익산시 영등동 766-1,전북,익산시
864,영등2호,전북 익산시 영등동 843-5,전북,익산시
865,원광대,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호",전북,익산시
866,임실,전북 임실군 임실읍 이도리 294,전북,임실군
867,동산조촌,전북 전주시 덕진구 반월동 230-6,전북,전주시
868,솔내,전북 전주시 덕진구 송천동1가 405-1,전북,전주시
869,송천,전북 전주시 덕진구 송천동2가 179-116,전북,전주시
870,아중,전북 전주시 덕진구 인후동1가 834-4,전북,전주시
871,전북대,전북 전주시 덕진구 덕진동1가 1314-201,전북,전주시
872,하가덕진,전북 전주시 덕진구 덕진동2가 670-1,전북,전주시
873,호성,전북 전주시 덕진구 호성동1가 757-26,전북,전주시
874,삼천1호,전북 전주시 완산구 삼천동1가 621,전북,전주시
875,서곡효자,전북 전주시 완산구 효자동3가 1609-16,전북,전주시
876,서신,전북 전주시 완산구 서신동 938-5,전북,전주시
877,신시가지,전북 전주시 완산구 효자동2가 1327-1,전북,전주시
878,안행,전북 전주시 완산구 효자동1가 202-1,전북,전주시
879,중앙,전북 전주시 완산구 고사동 470-3,전북,전주시
880,중화산,전북 전주시 완산구 중화산동2가 777-6,전북,전주시
881,평화1호,전북 전주시 완산구 평화동2가 230-112,전북,전주시
